comment,rating,created_at
"Chưa đọc nội dung nhưng đánh giá 5* cho Tiki trước vì chất lượng dịch vụ quá tốt, tài xế giao hàng quá ư là dễ thương.
Lúc nào cũng vậy, khi nghĩ đến mua sách online là mình sẽ lân la lên Tiki Trading đầu tiên và chưa bao giờ bị thất vọng cả. 
Giá cả cực kì Ok, chưa nói là thấp hơn nhiều so với những nhà cung cấp khác (đặc biệt là khi có deal sốc thì lại còn được giảm nhiều hơn nữa). Đợt này mình mua tổng đơn 335K, được giảm thêm 10K khi mua theo combo, lại được giảm thêm 20K nữa khi mua đơn trên 299K, chưa hết còn được giảm toàn bộ phí vận chuyển hoả tốc luôn (U là trời). Mua sách mà được giảm nhiều như vầy thì sao tui ko mê nổi đây chời. 
Mê chữ ê kéo dài nha.
Để tui đọc liền òi quay lại review nội dung sau nhen.",5,1677849598
"Bọc sách kĩ, vì săn sale nên có lẽ bên giao hàng bị quá tải. Mình bị giao hàng chậm 1 ngày, nhưng khi nhận hàng thì vẫn rất là ưng ý.",5,1731473431
"Sản phẩm để trong cái bọc dán thôi, đâu phải seal gì đâu mắc gì ko tháo ra bọc bookcare được vậy, mua sách tiki cứ đinh ninh là bọc bookcare do còn bookcare, nào ngờ ko",3,1728820878
"Nội dung cuốn sách chia làm 2 phần. Phần đầu là tự thuật của tác giả về 3 năm sống trong 4 trại tập trung của Đức quốc xã. Nơi mà những người tù luôn phải sống trong cảnh đói rét, bệnh tật, lao động cực nhọc và luôn bị đe doạ đưa đến lò thiêu hoặc phòng ngạt. Chỉ 1/28 số tù nhân có thể sống sót. 1 đêm nọ tác giả phát hiện người bạn tù bên cạnh đang gặp ác mộng, ông định đánh thức người bạn mình dạy nhưng rồi chợt nhận ra rằng: chẳng còn cơn ác mộng nào đáng sợ hơn cái trại tập trung này.
Phần 2 cuốn sách này nói về ""liệu pháp ý nghĩa"", học thuyết điều trị tâm lý mà tác giả đã sáng tạo ra. Nó thúc đẩy con người chủ động đưa ra nhiều quyết định hơn và tự chịu trách nhiệm về những quyết định đó, để hướng tới một tương lai tốt đẹp hơn.
""Người nào có một lý do để sống thì có thể sống sót trong mọi nghịch cảnh"".
Xin cảm ơn tác giả và nhà sách tiki đã đem đến cho tôi 1 cuốn sách tuyệt vời.",5,1684496423
"Nhìn quyển sách đã thấy ấn tượng, sách thiết kế đẹp, in rõ ràng, sách không quá dày có thể thoải mái cầm đi mọi nơi! Mình được bạn giới thiệu cuốn này, mình chưa học nhưng hi vọng nội dung sẽ tuyệt vời như bạn mình chia sẻ!",5,1686799557
"Giao hàng siêu nhanh
Đóng gói hàng siêu cẩn thẩn
Sách không bị móp, rách",5,1723083067
"Bản thân mình khi đọc xong quyển sách này phải nói lên từ ""may mắn"". Trong cuộc sống chúng ta đôi lúc từng nghĩ mình là người bất hạnh nhất và không ai quan tâm, yêu thương mình cả nhưng khi đọc tác phẩm này mình thấy bản thân còn rất may mắn. Khi đọc quyển sách bạn sẽ được đồng hành cùng tác giả về sự tàn khốc khi bị bắt và lao động khổ sai (mùa đông chỉ được mặc mỗi chiếc áo mỏng),... Chúc các bạn một hành trình đầy thú vị cùng Đi tìm lẽ sống.",5,1669430455
"Ngau cả những con người trong hoàn cảnh cả thể xác lẫn tâm hồn đều bị thử thách tới cực hạn lại vẫn giữ dc ý nghĩa sống chi riêng mình.

Còn chúng ta lại đi than phiền về những thứ nhỏ nhặt như lương thấp, đồng nghiệp như đb, hành xóm như lol, ... Thì liệu rằng ta đang sống vì điều j?

Thay vì làm nô lệ đồng tiền hoặc những định kiến xã hội, hãy làm nô lệ cho lí tưởng sống của chính mình.",5,1678230168
"Cho bạn nào cần thì sách dày khoảng 200trang ạ. shop đóng gói sản phẩm cẩn thận, không móp méo nên lúc nhận sách mình vui lắm. Cảm ơn shop nhiều :>>",5,1685188230
"Khi tôi đang viết những dòng này tay tôi đang đau khủng khiếp. Mấy ngày nay rất lạnh, 8°, rét giá, tôi hầu như ngày nào cũng tê buốt nguyên từ đùi xuống bàn chân, khuya nằm trong chăn mấy tiếng vẫn chưa hết buốt. Sáng hơn 4h tỉnh dậy cùng lúc cảm thấy rất đau từ khớp khuỷu tay. Rạo rạo trong khớp, cầm cái thìa cũng khó để co lại đưa vào miệng. 
Tôi đã nhờ mự dán tấm dán thảo dược vào chỗ đau, cả ngày nay vẫn chẳng đỡ. 
Những cơn đau khớp là thường trực với tôi, hầu như tất cả các khớp trên người tôi, như không bao giờ dứt, chỉ có lúc dữ dội lúc vừa phải. Là vừa phải bởi tôi đã chịu đựng thành quen, đã xem những cơn đau như người bạn đồng hành suốt đời. Nó vẫn tiến triển và phá hủy thêm nhiều khớp hơn theo thời gian. Tất cả mọi sinh hoạt của tôi đều phải phụ thuộc vào người khác. Tôi biết tôi không thể thay đổi, không thể vật vã đau khổ than trời trách đất mãi, nếu không muốn kết thúc cuộc sống, tôi phải đối diện và chấp nhận. Nó nhắc nhở tôi biết khiêm nhường, biết cuộc sống vô thường và ngắn ngủi, biết trân quý từng phút giây được sống dù là trong đau đớn mỗi ngày, biết ôm lấy cả những cơn đau và ""cùng nhau"" làm được gì có ích cứ làm, sống cho điều ý nghĩa nhất trong những việc mình còn có thể làm được ở cuộc đời này. 

Nhiều người nói với tôi ý là Nga siêu hầy, được lên báo, lên tivi suốt rứa. Rồi ý như Nga nỗ lực thế là cũng được lên báo lên tivi rồi... Tôi mỉm cười bảo là tôi vui và rất cảm ơn những ghi nhận của tất cả mọi người, báo đài truyền thông đã cùng lan tỏa Thư viện và tình yêu đọc sách đến với nhiều người hơn. Mà tất cả nỗ lực của tôi chẳng vì để được lên báo, lên truyền hình. Tôi vẫn đang vì chính tôi thôi. Những tháng ngày đầu tôi bị ""sốc"" nặng vì không thể bước đi được nữa, đau đớn khủng khiếp như không bao giờ dứt, sống không có tương lai không có mục đích... Tôi bất lực, đau khổ, chán ghét bản thân, thấy cuộc sống thật vô nghĩa, thấy mình chỉ là người thừa của xã hội... Nhờ đọc sách và bản năng sống trong tôi trỗi dậy mạnh mẽ, tôi đã luôn cố gắng để cuộc sống của mình có ích, ít nhất là với người thân và người xung quanh mình, ít nhất là mình còn cần cho một ai đó. Và tôi đã làm được, không chỉ là người thân, tôi dần thấy tôi cần cho nhiều người hơn, họ yêu thương tôi, tin tưởng tôi, xem tôi là một phần cuộc sống của họ, cùng họ ""lớn lên"". Đó là LÝ DO để tôi không thể cho phép mình buông xuôi, là động lực tinh thần mạnh mẽ giúp tôi kiên nhẫn chịu đựng những cơn đau, những tủi thân, bất lực vẫn thường trực muốn nhấn chìm tôi. 

Trước đây tôi rất thích câu nói ""Đêm tối đến để lại trong ta những vì sao"" (Victor Hugo). Nó luôn nhắc nhở và kéo tôi dậy ""Mình phải biết ơn tất cả những thử thách này. Chính trong đau khổ và bế tắc mới khơi dậy được hết khả năng của mình. Thái độ và cách mình vượt lên chính là những vì sao lấp lánh trong đêm.""  

Bây giờ đọc ""Đi tìm lẽ sống"", tôi thích rất nhiều đoạn, đặc biệt là câu trích lời của Nietzsche ""Người nào có lý do để sống thì có thể tồn tại trong mọi nghịch cảnh"". 
Thì ra tôi đã tìm được cho mình lý do để sống, một lý tưởng đẹp để vươn đến, nhờ vậy mà tôi mới vượt lên được mọi nghịch cảnh vẫn không ngừng thử thách tôi.  

Mọi người thấy không, tôi đang vì chính tôi đó. Chính những yêu thương tin tưởng của mọi người đã giúp tôi tìm được lý do để sống. Những nỗ lực học hỏi, trau rèn, hoàn thiện hơn từng ngày là để thấy cuộc sống của tôi còn có ý nghĩa, còn có giá trị và cần cho cuộc đời. 

Đọc những gì bác sĩ tâm lý Frankl viết trong ""Đi tìm lẽ sống"", tôi liên tưởng đến bản thân mình. Tôi thấy tôi ""đã có cơ hội đạt được điều gì đó từ chính nỗi đau của mình."" Tôi thấy tôi sống xứng đáng với những nỗi đau mà tôi đã và đang chịu đựng. 
Tôi đã không để số phận định đoạt mà đã cố gắng vượt lên. Tôi không chỉ đơn giản tồn tại mà đã tìm được mục đích tồn tại của mình và quyết định về con người mà mình muốn trở thành. Tôi đã thấy được rằng con người có thể làm cho thế giới trở nên tốt đẹp hơn cũng như có thể thay đổi chính mình để trở thành người ưu tú hơn. Như tôi, đang làm từng việc nhỏ tử tế, đang sửa mình mỗi ngày. ""Thế giới ở trong tình trạng tồi tệ, nhưng mọi thứ sẽ vẫn tồi tệ trừ khi mỗi chúng ta cố gắng hết mình.""
Thế giới này trông đợi ở chúng ta, tôi và các bạn, cùng góp phần làm cho thế giới tốt đẹp hơn, bạn nhé. 
Mỗi chúng ta là một bông hoa, sẽ có lúc úa tàn, vẫn thanh thản, vì đã dám sống hết mình để dâng cho đời dù chỉ một chút hương.

Ý nghĩa cuộc sống của Frankl là giúp những người khác tìm ra ý nghĩa cuộc sống của họ.

Ý nghĩa của cuốn sách ""Đi tìm lẽ sống"" với tôi là giúp tôi tin hơn vào những gì tôi chọn, những gì tôi đang sống. 

Còn bạn, hãy cùng đọc cuốn sách này và cùng suy ngẫm nhé.

--------
Nửa đầu của cuốn sách kể về trải nghiệm khủng khiếp của tác giả trong trại tập trung, có xen kẽ những suy nghĩ của một bác sĩ tâm lý. 

Nửa sau của cuốn sách phân tích nhiều về tâm lý. Các bạn đang muốn tìm hiểu về tâm lý, hoặc có thể chính bạn đang gặp các vấn đề về tâm lý, ví dụ tr.ầ.m cảm, rối loạn th.ầ.n kinh, trạng thái tồn tại chân không... trống rỗng, chán nản, không mục đích... thì cũng nên đọc cuốn này nhé.

--------
Tôi đọc cả trưa đến hơn 13h xong cuốn ""Đi tìm lẽ sống"". 
Đọc xong mỗi cuốn sách tôi thường chưa ""thoát"" ra được ngay. Mà cuốn này sự ám ảnh có lẽ còn theo tôi lâu hơn nữa. Cuộc sống của những người tù trong trại tập trung của Đức quốc xã, trong đó có tác giả VIKTOR E. FRANKL (một bác sĩ tâm lý) thật sự là tận cùng của nỗi đau cả thể chất lẫn tinh thần, sống trong sợ hãi, vô vọng, cái ch.ết và sự tàn bạo luôn diễn ra trước mắt. Số mệnh của từng con người phụ thuộc vào tâm trạng của những tên lính canh, giá trị của một người chẳng có gì ngoài con số thứ tự của tù nhân. Đói, đau, rét, kiệt sức... chỉ còn da bọc xương với bộ quần áo rách nát thì bạn vẫn phải làm sao để không bị nhìn ra là bạn không còn sức làm việc, nếu không bạn sẽ bị đem đến phòng hơi ngạt hoặc lò thiêu. Bạn tỏ ra kinh tởm khi phân bắn lên mặt bạn và đưa tay quệt lúc bạn dọn hầm xí ư, bạn sẽ bị đánh đập tàn nhẫn hoặc nhận lãnh cái ch.ết. Không có hạn định nào cho sự chịu đựng, không có tin tức gì của người thân, không một tia hi vọng là mình có thể sống được đến ngày tự do...
Những người tù dần trở nên vô cảm trước cái ác, họ có thể trở nên tàn nhẫn, sự quan tâm duy nhất là làm sao để giữ được mạng sống của chính họ...

Trong sự tối tăm đáng sợ và vô vọng đó, liệu con người ta có trở nên vô cảm như nhau?
Thật mừng là vẫn có những điểm sáng, vẫn có những người tù giữ được phẩm giá tử tế của một con người. Dù rất ít, mà đủ cho ta tin rằng dù trong bất cứ hoàn cảnh nào thì con người ta vẫn có sự lựa chọn, không buông xuôi để cho hoàn cảnh nhào nặn. (Tr98,99)

Và cùng trong môi trường đó, tại sao có những người nhỏ bé gầy yếu vẫn sống sót, còn những người trông có vẻ khỏe hơn lại không thể vượt qua?
Bạn có tin không, đó là nhờ sức mạnh tinh thần bạn ạ. 
Như tác giả trích dẫn lời của Nietzsche: ""Người nào có lý do để sống thì có thể tồn tại trong mọi nghịch cảnh.""
Chỉ những người tự nuôi dưỡng cho mình một lý do để sống, vì cái gì, vì ai... thì mới đủ sức mạnh để cố gắng và kiên nhẫn, thấy được sự chịu đựng nỗi đau cũng có ý nghĩa.

------
Tr100:
""Cách một người chấp nhận số phận và những đau khổ của mình, cách một người dám vượt qua những thử thách đó đem lại cho người ấy nhiều cơ hội để hiểu được ý nghĩa sâu xa hơn của cuộc sống ngay cả trong những hoàn cảnh khắc nghiệt nhất. Người đó có thể giữ được lòng dũng cảm, tự trọng và bao dung. Hoặc trong lúc đấu tranh sinh tồn, người đó có thể quên đi phẩm giá của mình và trở nên không khác gì một con thú. Ở đây ẩn chứa cơ hội mà một người có thể tận dụng hoặc bỏ qua để nắm giữ các giá trị đạo đức mà nghịch cảnh đem lại. Và điều này quyết định việc người đó có xứng đáng với nỗi đau khổ của mình hay không.""

Tr101:
""Chỉ có một số ít tù nhân giữ được sự tự do bên trong và hiểu được giá trị mà những đau khổ đem lại, nhưng chỉ riêng những ví dụ ấy thôi cũng đã đủ chứng minh rằng sức mạnh bên trong của con người có thể giúp người ấy vượt lên số phận. Những người như vậy không chỉ có ở trong các trại tập trung. Ở đâu con người cũng phải đương đầu với số phận và cũng có cơ hội đạt được điều gì đó từ chính nỗi đau của mình.""

Tr176
""Tôi vẫn cho rằng con người không hoàn toàn bị lệ thuộc và bị định đoạt bởi số phận mà ngược lại, còn tự quyết định về việc họ sẽ để hoàn cảnh cuốn đi hay sẽ vượt qua chúng. Nói cách khác, con người vẫn là người quyết định sau cùng. Con người không đơn giản tồn tại mà họ còn luôn quyết định mục đích tồn tại của mình và quyết định cả về con người mà họ muốn trở thành.""

Tr177
""...Con người có khả năng biến đổi thế giới trở nên tốt đẹp hơn cũng như có thể thay đổi chính mình để trở thành người ưu tú hơn.""

---------
""Đây đúng là một trong những quyển sách kinh điển của thời đại."" - Harold S. Kushner.

Trại tập trung Đức quốc xã - cơn ác mộng của con người, sự *** cùng của thể xác và tâm hồn. Đâu là con đường sống sót trong những giây phút hoang mang, sợ hãi, đớn đau, mất hy vọng, và lầm lạc lẽ sống... Người trở về được thì sao? Trở về và biết rằng không còn ai chờ đợi mình, trở về với những vết sẹo tâm hồn, những giằng xé nội tâm, những ấm ức tâm lý và hoàn toàn mất đi lẽ sống, rồi sẽ bị biến dạng nhân tính, trở nên cay đắng với cuộc đời. 

Với tư cách là một bác sĩ tâm lý, sau khi trải qua cảnh địa ngục trần gian đó, Frankl kết luận rằng ngay cả trong hoàn cảnh vô nghĩa, đau đớn và nhẫn tâm nhất, cuộc sống vẫn tiềm ẩn ý nghĩa. Ông dạy mình và người khác không bao giờ được quên rằng chúng ta vẫn có thể tìm thấy ý nghĩa của cuộc đời ngay cả khi đối diện với một tình huống vô vọng, một số phận không thể thay đổi. Bởi lẽ, ý nghĩa của cuộc sống có thể tìm thấy trong mọi khoảnh khắc; cuộc sống không bao giờ mất hết ý nghĩa, ngay cả khi phải chịu đau đớn và cái chết.

""ĐI TÌM LẼ SỐNG"" đã trở thành một cuốn sách kinh điển và sẽ luôn là phương thuốc hữu hiệu nâng đỡ tinh thần con người, nhất là trong cuộc sống ngày nay. Khi đối mặt với cảm giác tuyệt vọng vì mất đi tất cả, hãy nhớ rằng đã có những người như Frankl.",5,1675473198
"Giao hàng nhanh, nhưng vận chuyển bị rách 1 góc của thùng dẫn tới trầy sách rồi. Sách in đẹp.",5,1689570640
"Sách giao nhanh lắm luôn, đặt hôm trước hôm sau có rồi ý. Sách mới, còn nguyên seal. Nội dung sách thì mình chưa đọc nên chưa thể review trước được.",5,1708492043
"Sách cũng hay. Nếu bạn nào thích quyển sách này thì các bạn có thể đọc thêm Sự lựa chọn của Edith Eva Eger, bà cũng là người sống sót trở về từ thảm họa diệt chủng Holocaust, mọi thứ đi vào lòng người tinh tế hơn quyển này. 1 quyển sách đã chữa lành và vực dậy tinh thần mình rất nhiều.",5,1657176005
"Sách được đóng gói cẩn thận ạ. Về nội dung, cuốn này mình đã đọc bản tiếng Anh và thấy hay nên mua bản tiếng việt ạ hê hê.",5,1654927896
"Sách không hợp gu mình lắm, phần đầu nói về quá trình ở trong trại tập trung của Đức quốc xã, còn phần 2 nói về cách để tìm thấy lẽ sống.",5,1717210993
"Sách khá nhỏ gọn, mặc dù mình chưa đọc hết nhưng mình chắc là nội dung sách sẽ giúp mình rất nhiều, cách đóng hàng và ship rất ok",5,1691916039
"chỉ mới đọc lời mở đầu nhưng cũng đã thấy rất cuốn, bản dịch rất thu hút, tiki giao hàng nhanh chóng hơn cả dự tính, sách giao tới sạch đẹp, trên cả tuyệt vời",5,1648976071
"Sách rất hay, giúp người đọc hiểu được trải nghiệm tâm lý của những người tù trong trại tập trung của Đức Quốc Xã. Từ đó tác giả rút ra một kết luận rất ý nghĩa mang tính thay đổi cuộc sống của nhiều người là con người luôn có thể tự do lựa chọn thái độ hay cách phản ứng lại với các sự việc sảy đến với mình trong bất kỳ hoàn cảnh nào.",5,1662175592
"Ship nhanh. Đặt hôm trước hôm sau có luôn. Đóng gói cẩn thận, không xây xước tẹo nào. Sách này thì thuộc top kinh điển rồi nên không có gì để nói =)))",5,1692840797
"sách đẹp, giao hàng nhanh. M được chị đồng nghiệp giới thiệu sách này nghe nói hay lắm. M vẫn chưa có time đọc được. Hi vọng có thể có thêm nhiều kiến thức từ những cuốn sách này.",5,1650119269
"Tiki giao nhanh, sách sạch đẹp, không hư rách gì. Nội dung sách khỏi phải bàn, là quyển sách sẽ phải đọc lại nhiều lần để ngẫm về ý nghĩa của cuộc sống này.",5,1700841787
"Một cuốn sách vô cùng ý nghĩa và đáng đọc.
Nội dung sách được chia thành 2 phần. Mình thích phần 1 hơn. Phần 2 tác giả nêu lên nhiều ý thú vị, nhưng do nội dung phần này đào sâu vào chuyên môn tâm lý học của tác giả nên những bạn chưa quen với các thuật ngữ học thuật trong ngành tâm lý thì đọc có thể sẽ cảm thấy khó hiểu một chút.",5,1655270102
"Giao hàng nhanh
Tiki luôn tuyệt vời, gói đẹp
chất lượng sách Tuyệt vời ông mặt trời
Về nội dung sách: toàn những tác phẩm bán chạy toàn cầu thì chất lượng không phải bàn.
Về giá cả: rẻ không tưởng

Xin cảm ơn TIKI ❤️❤️❤️",5,1657101003
"Giao hàng nhanh
Tiki luôn tuyệt vời, gói đẹp
chất lượng sách Tuyệt vời ông mặt trời
Về nội dung sách: toàn những tác phẩm bán chạy toàn cầu thì chất lượng không phải bàn.
Về giá cả: rẻ không tưởng

Xin cảm ơn TIKI ❤️❤️❤️",5,1657099775
"có thể hiện nay mình chưa có hứng thú để tìm hiểu về tâm lý học nên mình đã dừng việc đọc sách sau khi kết thúc chương 1. quyển sách càng củng cố cho mình niềm tin rằng hoàn cảnh chỉ tác động lên cách con người nhìn nhận sự việc chứ không tha hoá con người, và cách bạn nhìn nhận ra sao là do sự tự do trong ý chí của bạn quyết định…",4,1654586486
"Đây là lần 2 mình mua bên Fahasa, mình rất hài lòng về việc Fahasa đã gói kĩ những cuốn sách mình đặt, có bọc ni lông, kh bị móp góc, sách mới tinh. Nội dung cuốn này mình chưa đọc nhưng nhìn sơ qua có vẻ hay, các b nên mua nhé",5,1645939930
"Nội dung cảm động, bố cục 2 phần",5,1677021011
"vừa đặt hôm qua hnay đã nhận đc luôn rồi, sách có bọc mới cứng, rất ưng nhé ❤️",5,1727835894
"Nôin dung sách hay ho
Gói hàng xinh cẩn thận",5,1727929289
Nhiều người recommend quá :)) mua về đọc thử xem sao nma trc mắt là bookcare 10₫ bị cái là bookcare h mỏng hơn trc nhiều lắm luôn,5,1694074661
Cuốn sách rẻ nhất trong lần mua hàng này của mk nhưng có lẽ lại là cuốn mk hài lòng nhất từ chất lượng đến nội dung. Thực sự với giá tiền này là rẻ so với chất lượng. Mn nên mua nha,5,1668225393
"MỘT CHÚT DỄ THƯƠNG CUỐI NGÀY 🥰🥰🥰

Một bạn nhỏ ở Bắc Ninh, khi biết đến chương trình quyên góp thiết bị học tập cho các bạn học sinh khó khăn, đã cùng mẹ quyên góp một bộ đầy đủ gồm điện thoại mới, sim, thẻ điện thoại,... Bạn học sinh nhận được món quà này chắc chắn sẽ vui lắm!

Nội dung bức thư thật đáng yêu của bạn Hải Anh như sau:

""Chào bạn, tớ tên là Nguyễn Hải Anh, năm nay tớ 7 tuổi. Tớ ở Bắc Ninh. Mẹ tớ nói, bạn không có điện thoại để học Zoom, nên tớ và mẹ gửi tặng bạn chiếc điện thoại này. Mong bạn học thật tốt!""

Hải Anh (Pass máy là: 0000)""

Cre: Mỗi ngày một quả trứng",5,1632324083
"Nếu bạn có duyên nhìn thấy cuốn sách này thì hãy đọc nó càng sớm càng tốt. Cuộc đời sẽ cho bạn nhìn thấy những điều tuyệt vời!
Đây là cuốn sách rất rất đáng dành thời gian để đọc. Biết ơn Tác giả Gs. Ts Viktor E. Frankl và những trải nghiệm quý giá của ngài..",5,1617938713
Đóng gói cẩn thận giao nhanh. Mới đặt hôm qua. Hôm nay đã giao đến. Nhìn chung là hình thức quá là ok. Còn nội dung sách thì bây giờ mình đọc đâyy 🤣,5,1652522446
"Sách có seal, tuy không có bookcare nma may là không bị móp. Giao hàng nhanh",5,1726230366
Một câu chuyện ý nghĩa và đã quá nổi tiếng. Nhưng phía sau cũng là những khái niệm mới mẻ về tâm lý con người mà mỗi người có thể có cho mình những suy nghĩ riêng,5,1671002932
Sách vừa đọc vừa rụng ra ☹️,2,1724236456
Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.,5,1639961727
"Giao nhanh lắm ạ, mới hôm qua đặt mà nay đã giao rồi ạ. Thái độ của anh shipper cũng rất nhiệt tình, niềm nở ạ. Sách cũng đẹp ạ, nhưng điểm trừ là đóng gói còn hơi sơ xài ạ.",5,1677475981
Giao hàng cực nhanh,5,1728473204
cực kì chất lượng từ chất giấy đến form sách. em cực kì hài lòng. lần đầu mua của shop và cx sẽ là các lần sau ạ. e giới thiệu bạn e mua của shop luôn r nhée💯❤️❤️ Thanks Shop very much💯❤️❤️,5,1638455593
Đơn hàng Tôi vẫn chưa nhận được mà shop đã báo giao thành công là sao ạ. Mong tiki giải quyết cho em ạ. TK319392817 Mã đơn em gửi đây ạ. Đơn em đã thanh toán thành công 4 quyển sách giá cũng hơn 400k ạ. Chưa nhận được mà lại hiện lên đã nhận hàng và kêu nhận xét?????,1,1626324601
,4,1719644512
"tuyệt, không có điểm chê.",5,1708591643
"Đọc lúc đầu thì cuốn vì kể về cuộc sống trong Trại tập trung. Do mình cũng hay đọc về Holocause. Quyển này phần sau xoáy nhiều về nghiên cứu, phân tích tâm lý, hành vi con người.
Một cuốn sách hiếm hoi của TV mình đọc được mà không bị làm quá, huyễn.
Mình không tìm hiểu nhiều về chất liệu giấy in, nhưng giấy giống nhà xuất bản kim đồng hay in manga. Mỏng mỏng, cá nhân mình không thích loại giấy này.",5,1622367834
